sku,store,saledate,stype,total_quantity_returned,total_refunds
7501777,6203,2004-12-17,R,1,16.000
7502187,9609,2004-08-10,R,1,35.000
7503698,1402,2004-09-16,R,1,20.000
7503698,2202,2004-12-30,R,1,20.000
7503698,6503,2004-08-11,R,1,20.000
7503923,5403,2005-04-01,R,1,179.000
7504041,1609,2005-05-07,R,1,39.000
7504050,4303,2005-07-14,R,1,59.000
7504050,5802,2005-06-02,R,1,47.200
7504287,3302,2004-12-30,R,1,32.830
7504563,4907,2004-10-22,R,1,69.500
7504563,5004,2004-08-10,R,1,69.500
7504563,8002,2004-09-29,R,1,69.500
7504718,1602,2005-03-08,R,1,24.000
7504790,4303,2004-12-28,R,1,42.000
7506606,1407,2005-04-27,R,1,19.500
7506606,4109,2004-12-17,R,1,19.000
7506618,5704,2004-10-11,R,1,4.000
7506739,4704,2005-07-30,R,1,12.500
7506854,6202,2005-05-30,R,1,29.000
7506880,5402,2005-07-01,R,1,69.500
7507089,3109,2004-12-27,R,1,29.990
7507110,8507,2005-05-05,R,1,31.150
7507413,604,2004-12-20,R,1,60.000
7507593,2409,2005-06-17,R,1,39.750
7507952,9604,2005-08-03,R,1,6.990
7508032,2103,2005-07-31,R,1,70.000
7508085,609,2005-04-11,R,1,35.000
7508258,3804,2005-07-11,R,1,12.420
7508400,4807,2005-03-24,R,1,34.000
7508423,609,2005-04-23,R,1,24.000
7508423,3304,2005-04-01,R,1,34.000
7508700,2804,2005-07-18,R,1,109.000
7508893,9204,2005-05-31,R,1,25.000
7509172,3704,2005-04-29,R,1,24.000
7509356,2307,2005-02-11,R,1,7.000
7509356,5103,2005-02-15,R,1,4.000
7509435,7507,2005-04-25,R,1,58.000
7509758,4804,2004-11-30,R,1,79.000
7509758,6903,2004-12-05,R,1,79.000
7509849,404,2005-08-10,R,1,15.000
7510682,2509,2004-09-05,R,1,69.000
7510997,8602,2005-07-22,R,1,39.000
7511886,203,2005-07-05,R,1,12.500
7511886,6503,2005-02-10,R,1,9.370
7514041,2109,2005-05-13,R,1,39.000
7514041,3209,2005-06-10,R,1,39.000
7514207,4902,2005-02-15,R,1,29.500
7514222,7002,2005-02-17,R,1,58.000
7514730,4309,2005-01-02,R,1,36.000
7514730,8604,2005-04-12,R,1,36.000
7516019,4202,2005-05-29,R,1,20.000
7516501,4309,2004-12-22,R,1,8.000
7516523,3202,2005-03-28,R,1,79.000
7516685,304,2005-01-28,R,1,11.900
7516862,502,2005-03-30,R,1,58.960
7517176,902,2005-01-20,R,1,9.990
7517361,203,2005-06-02,R,1,24.500
7517361,903,2005-06-29,R,1,36.750
7517391,6203,2005-01-20,R,1,29.990
7517391,8702,2005-06-08,R,1,24.500
7517488,302,2005-05-28,R,1,69.000
7518218,8802,2005-08-03,R,1,17.000
7518252,4402,2005-06-21,R,1,40.000
7518395,6402,2005-06-28,R,1,29.990
7518457,8603,2005-07-05,R,1,79.990
7518548,407,2005-06-11,R,1,6.400
7518548,1702,2005-06-28,R,1,8.000
7518548,7507,2005-05-12,R,1,16.000
7518640,4103,2005-03-09,R,1,20.000
7518730,2504,2005-08-19,R,1,39.000
7518749,4103,2005-08-16,R,1,9.990
7518927,5602,2005-08-26,R,1,19.430
7518932,2807,2005-06-03,R,1,9.990
7519340,3403,2004-09-02,R,1,4.370
7519691,3807,2005-08-24,R,1,29.000
7519839,202,2005-06-10,R,1,28.000
7520644,1709,2005-08-15,R,1,26.500
7520894,9302,2004-08-31,R,1,42.000
7520996,503,2005-03-04,R,1,22.500
7520996,8503,2004-09-01,R,1,30.150
7521801,2209,2005-06-07,R,1,19.500
7522088,3309,2005-03-07,R,1,11.000
7522157,103,2004-12-01,R,1,7.500
7522471,8204,2004-10-09,R,1,27.750
7523698,7907,2005-08-05,R,1,20.000
7523923,5503,2005-03-12,R,1,179.000
7524032,3309,2005-01-31,R,1,10.320
7524041,2004,2004-10-03,R,1,49.000
7524644,6002,2004-08-16,R,1,3.000
7526526,8607,2005-07-18,R,1,39.990
7526661,4309,2005-01-24,R,1,4.500
7526739,102,2005-02-11,R,1,29.000
7526739,4007,2005-07-03,R,1,14.500
7526739,5904,2005-01-29,R,1,29.000
7526739,9806,2005-06-19,R,1,17.990
7526939,3602,2005-08-25,R,1,34.300
7527370,1904,2005-02-26,R,1,39.000
7527538,5203,2005-04-17,R,1,3.990
7528009,403,2005-03-23,R,1,11.250
7528041,1102,2005-08-16,R,1,29.500
7528314,2409,2005-07-03,R,1,39.990
7528406,2603,2005-05-31,R,1,28.500
7528484,507,2005-08-02,R,1,66.500
7528548,103,2005-06-04,R,1,8.000
7528548,5704,2005-03-24,R,1,12.000
7528576,302,2005-07-02,R,1,12.000
7528947,7502,2005-07-17,R,1,19.500
7528954,9209,2005-06-19,R,1,22.500
7528986,5504,2005-07-07,R,1,20.000
7529041,3507,2005-03-17,R,1,58.000
7529222,3802,2005-07-31,R,1,14.750
7529222,9402,2005-04-26,R,1,59.000
7529356,1807,2005-04-11,R,1,7.000
7529528,9402,2005-06-29,R,1,9.990
7530304,6109,2005-06-15,R,1,69.000
7530884,704,2004-11-11,R,1,15.000
7530894,2202,2005-03-29,R,1,42.000
7530996,4103,2005-05-21,R,1,11.250
7532072,4702,2005-08-03,R,1,23.200
7532459,3302,2004-12-23,R,1,14.000
7532780,9302,2004-10-08,R,1,59.000
7534226,4803,2005-06-15,R,1,20.000
7534416,1502,2004-10-26,R,1,59.000
7536526,3102,2005-05-18,R,1,39.990
7536800,2203,2005-07-23,R,1,84.500
7537350,2102,2005-05-01,R,1,22.000
7537350,6302,2005-03-13,R,1,44.000
7537377,1004,2005-07-29,R,1,49.000
7537377,8602,2005-06-19,R,1,49.000
7537454,8902,2005-06-02,R,1,17.500
7537595,3304,2005-07-30,R,1,29.000
7537637,1403,2005-05-11,R,1,119.990
7537772,1602,2005-04-14,R,1,128.000
7537853,8007,2005-05-23,R,1,19.990
7538041,2104,2005-07-02,R,1,35.400
7538548,7402,2005-04-10,R,1,13.500
7538548,7507,2005-06-25,R,1,9.000
7538947,5704,2005-08-07,R,1,11.000
7539047,6903,2005-06-28,R,1,49.000
7539126,2103,2005-07-02,R,1,9.990
7539685,4303,2005-06-16,R,1,24.500
7539758,7202,2004-09-28,R,1,75.000
7539999,6904,2005-08-25,R,1,32.000
7540682,1904,2005-01-20,R,1,22.990
7540682,7407,2005-07-15,R,1,16.990
7541108,6203,2004-08-01,R,1,129.990
7541108,6604,2004-08-06,R,1,149.000
7541108,9603,2005-07-22,R,1,37.250
7542780,4907,2005-07-11,R,1,19.990
7542780,8302,2005-06-19,R,1,59.000
7542878,1403,2004-12-26,R,1,40.000
7543072,8002,2004-09-19,R,1,52.260
7543698,9309,2005-04-24,R,1,22.000
7543724,502,2005-07-15,R,1,20.000
7543923,5903,2005-07-10,R,1,119.990
7543937,6403,2004-12-25,R,1,69.000
7544226,502,2005-02-22,R,1,18.000
7544895,5803,2005-03-03,R,1,11.000
7546374,7707,2005-06-09,R,1,56.000
7546414,6904,2005-06-06,R,1,29.990
7546429,4904,2005-01-22,R,1,20.000
7546987,209,2004-11-07,R,1,86.000
7547364,7403,2005-04-12,R,1,21.750
7547463,4707,2005-03-25,R,1,29.000
7547598,4503,2005-03-28,R,1,69.500
7547841,7702,2005-05-21,R,1,59.000
7547870,7603,2005-05-11,R,1,68.000
7547892,3109,2005-07-19,R,1,14.000
7548012,704,2005-06-25,R,1,124.000
7548012,9209,2005-03-03,R,1,124.000
7548100,1204,2005-01-25,R,1,8.400
7548100,2103,2005-04-06,R,1,3.990
7548172,209,2005-05-25,R,1,69.000
7548730,5402,2005-07-07,R,1,39.000
7548818,1104,2005-07-30,R,1,119.000
7548880,4502,2004-11-05,R,1,59.000
7548880,6004,2005-01-13,R,1,39.990
7548912,3103,2005-05-26,R,1,24.000
7549213,4503,2005-05-22,R,1,10.000
7549632,209,2005-08-23,R,1,29.500
7549852,2309,2005-08-05,R,1,24.500
7551108,1009,2004-12-04,R,1,149.000
7551108,1709,2005-07-30,R,1,109.990
7552144,1407,2004-12-23,R,1,80.000
7552946,7507,2005-04-22,R,1,12.000
7553698,2009,2005-08-21,R,1,22.000
7553698,4407,2005-03-04,R,1,20.000
7553781,5103,2005-07-21,R,1,20.000
7553826,3502,2004-08-26,R,1,299.990
7553826,5602,2005-08-20,R,1,187.500
7553826,8403,2005-08-13,R,1,187.500
7553826,8602,2004-10-23,R,1,375.000
7553856,2009,2005-02-18,R,1,34.990
7553983,7403,2005-02-18,R,1,36.750
7553983,8803,2005-02-25,R,1,18.370
7554147,4007,2005-06-06,R,1,29.990
7554240,802,2005-02-10,R,1,19.250
7554240,8002,2004-12-22,R,1,41.250
7554644,5503,2004-12-29,R,1,58.000
7554727,4907,2005-07-18,R,1,10.500
7556522,202,2005-02-11,R,1,7.500
7556526,2404,2005-08-01,R,1,20.990
7556672,2504,2004-08-22,R,1,24.500
7556931,6902,2005-03-06,R,1,19.500
7557110,4109,2005-01-24,R,1,129.990
7557176,902,2004-11-19,R,1,12.740
7557181,5804,2004-11-03,R,1,100.000
7557305,2102,2004-10-29,R,1,34.000
7557377,7404,2005-05-13,R,1,49.000
7557623,1004,2005-06-22,R,1,39.750
7557872,807,2005-05-09,R,1,39.990
7557897,2502,2005-08-18,R,1,19.750
7557897,8402,2005-03-07,R,1,39.500
7558004,7103,2005-07-03,R,1,9.000
7558211,2503,2005-07-23,R,1,9.990
7558239,5503,2005-08-04,R,1,4.890
7558423,5404,2005-04-12,R,1,34.000
7558489,2203,2005-07-17,R,1,14.990
7558697,202,2005-07-10,R,1,21.000
7558944,4607,2005-05-30,R,1,130.000
7558989,8503,2005-05-24,R,1,15.000
7559257,1102,2005-08-01,R,1,49.990
7559310,2204,2004-09-27,R,1,12.000
7559975,2502,2005-08-13,R,1,175.000
7561108,302,2005-02-25,R,1,119.990
7561108,1407,2005-01-10,R,1,74.500
7561108,4507,2005-03-07,R,1,149.000
7561108,5102,2005-08-19,R,1,109.990
7562459,3409,2005-06-20,R,1,14.000
7563013,3609,2004-10-17,R,1,13.500
7563215,6004,2004-11-17,R,1,20.000
7563724,603,2004-12-06,R,1,22.000
7563781,2504,2005-06-28,R,1,20.000
7563781,3702,2005-06-17,R,1,20.000
7563781,8403,2005-05-01,R,1,20.000
7563937,5302,2005-01-26,R,1,49.990
7563937,5804,2005-05-14,R,1,69.000
7563937,6104,2005-04-10,R,1,55.200
7564039,2809,2005-01-26,R,1,22.500
7564313,5504,2005-03-28,R,1,45.000
7566500,1502,2004-11-20,R,1,149.000
7566500,6804,2004-12-27,R,1,200.000
7566633,2204,2005-02-18,R,1,8.040
7566633,5004,2004-12-21,R,1,12.000
7566633,9309,2005-01-27,R,1,12.000
7566712,4202,2004-12-04,R,1,12.000
7566751,7004,2004-12-09,R,1,19.990
7566799,8402,2004-12-31,R,1,169.000
7567176,4302,2005-03-14,R,1,4.240
7567358,2207,2005-04-17,R,1,44.000
7567364,5704,2005-06-07,R,1,14.500
7567468,603,2004-09-16,R,1,21.000
7567468,1004,2005-01-25,R,1,21.000
7567468,3809,2004-10-18,R,1,21.000
7567468,5304,2005-01-18,R,1,21.000
7567468,8109,2004-11-05,R,1,21.000
7567468,8402,2004-12-21,R,1,21.000
7567637,7503,2005-06-19,R,1,49.990
7567766,7704,2005-07-29,R,1,11.200
7567931,4207,2005-08-08,R,1,12.380
7568012,5503,2005-05-31,R,1,124.000
7568012,6403,2005-05-23,R,1,124.000
7568118,3204,2005-07-24,R,1,49.500
7568119,9304,2005-06-20,R,1,48.000
7568362,2109,2005-07-06,R,1,2.000
7568362,5302,2005-07-22,R,1,2.000
7568362,6402,2005-07-19,R,1,2.000
7568362,7303,2005-07-28,R,1,1.490
7568386,504,2005-08-25,R,1,22.750
7568423,1207,2005-04-09,R,1,19.430
7568665,3204,2005-08-25,R,1,20.990
7568744,1009,2005-07-26,R,1,21.000
7568989,5804,2005-08-16,R,1,15.000
7569060,2307,2005-08-16,R,1,46.230
7569063,2307,2005-05-26,R,1,45.000
7569463,4203,2005-05-11,R,1,59.000
7570144,9603,2005-07-21,R,1,12.000
7570155,8102,2005-07-18,R,1,39.000
7570258,8902,2005-08-13,R,1,20.000
7571294,304,2004-09-04,R,1,13.000
7572111,4302,2005-01-14,R,1,42.000
7572111,7407,2004-12-05,R,1,42.000
7572187,102,2004-10-04,R,1,8.750
7573270,2607,2005-05-28,R,1,10.000
7573648,709,2005-01-29,R,1,19.750
7574017,3309,2005-02-14,R,1,10.000
7574050,2007,2004-10-17,R,1,59.000
7574050,3409,2005-02-12,R,1,59.000
7574050,4502,2005-01-04,R,1,59.000
7576560,2203,2005-01-01,R,1,40.000
7576618,7303,2005-05-20,R,1,2.100
7576618,7407,2004-11-16,R,1,4.000
7576717,209,2005-05-07,R,1,7.200
7576770,8204,2004-12-10,R,1,24.000
7577110,2304,2005-03-11,R,1,62.250
7577110,2804,2005-01-07,R,1,129.990
7577361,5903,2005-06-10,R,1,32.000
7577517,9002,2005-04-27,R,1,20.990
7577766,407,2005-06-01,R,1,16.000
7577875,1007,2005-07-27,R,1,17.250
7578022,3307,2005-06-19,R,1,49.500
7578096,3504,2005-06-10,R,1,17.990
7578119,8109,2005-06-15,R,1,48.000
7578314,3009,2005-07-10,R,1,39.990
7578437,3209,2005-04-10,R,1,8.000
7578608,6209,2005-08-14,R,1,29.990
7579029,5404,2005-08-01,R,1,14.950
7579236,1202,2005-08-06,R,1,49.990
7579874,1403,2004-10-01,R,1,69.000
7579904,5002,2005-06-06,R,1,0.990
7579904,8402,2005-06-20,R,1,4.000
7580542,1203,2005-02-01,R,1,30.000
7580552,107,2005-08-14,R,1,24.000
7582020,1109,2004-12-15,R,1,55.000
7583553,2503,2005-01-24,R,1,37.500
7583724,7004,2004-09-04,R,1,7.500
7584448,8709,2005-02-25,R,1,9.870
7584563,504,2004-11-29,R,1,49.990
7584563,8402,2005-01-08,R,1,69.500
7584563,8404,2004-08-07,R,1,53.550
7584691,4403,2005-02-25,R,1,29.000
7584691,4702,2005-07-27,R,1,14.500
7586349,3902,2005-06-27,R,1,34.750
7586574,3102,2005-03-08,R,1,8.500
7586618,1904,2004-11-04,R,1,4.000
7586618,4802,2004-09-08,R,1,4.000
7587022,3604,2004-10-01,R,1,38.000
7587096,3807,2005-08-01,R,1,27.800
7587208,5303,2005-05-24,R,1,24.990
7587463,504,2005-03-31,R,1,35.000
7587591,4807,2005-04-17,R,1,59.500
7587719,6203,2005-01-23,R,1,28.000
7587762,9303,2005-08-22,R,1,19.750
7587792,5504,2005-01-05,R,1,20.000
7587875,3807,2005-07-28,R,1,17.250
7587875,8703,2005-06-09,R,1,34.000
7587897,3303,2005-07-26,R,1,13.820
7588100,5802,2005-03-18,R,1,14.990
7588170,2109,2005-08-24,R,1,36.580
7588172,407,2005-07-05,R,1,69.000
7588247,5603,2005-05-08,R,1,70.400
7588272,9504,2005-08-14,R,1,14.000
7588295,202,2005-07-19,R,1,27.750
7588367,2604,2005-08-11,R,1,34.990
7588451,203,2005-04-27,R,1,36.000
7588451,3303,2005-07-08,R,1,15.000
7588451,5303,2005-06-17,R,1,29.990
7588451,5502,2005-07-28,R,1,10.500
7588451,9806,2005-07-05,R,1,15.000
7588525,1003,2004-09-21,R,1,89.500
7588607,2509,2005-05-24,R,1,22.000
7588687,1007,2005-08-24,R,1,39.000
7588687,1107,2005-04-09,R,1,78.000
7588834,6009,2005-07-17,R,1,18.000
7588880,9402,2004-09-20,R,1,59.000
7588927,7907,2005-06-02,R,1,38.000
7589009,3702,2005-05-13,R,1,14.990
7589152,9202,2005-07-04,R,1,32.000
7589166,6203,2005-05-14,R,1,30.000
7589205,409,2005-05-30,R,1,19.990
7589414,9504,2004-10-13,R,1,16.500
7589463,402,2005-07-14,R,1,59.000
7590474,4803,2005-01-28,R,1,5.000
7592521,6604,2004-11-22,R,1,5.000
7592521,8902,2005-05-28,R,1,1.750
7593781,2109,2004-11-21,R,1,20.000
7593856,7303,2005-02-09,R,1,49.990
7594264,7302,2005-02-04,R,1,99.000
7594589,7404,2004-12-26,R,1,25.200
7594757,1107,2005-07-22,R,1,28.140
7596105,2009,2004-12-20,R,1,9.000
7596135,709,2005-01-24,R,1,5.990
7596135,802,2004-12-13,R,1,8.000
7596135,2804,2005-01-01,R,1,5.990
7596135,4102,2004-12-15,R,1,5.990
7596351,2104,2005-08-25,R,1,34.120
7597096,407,2005-04-02,R,1,99.990
7597208,107,2005-04-19,R,1,29.990
7597208,2809,2005-01-24,R,1,44.000
7597351,1904,2005-05-12,R,1,29.990
7597400,7904,2005-07-28,R,1,12.000
7597400,9103,2005-07-15,R,1,19.200
7597421,404,2005-06-01,R,1,14.990
7597521,502,2005-03-24,R,1,14.500
7597750,2904,2005-08-10,R,1,32.500
7597841,3502,2005-02-28,R,1,59.000
7597920,4202,2005-06-27,R,1,32.000
7598118,4404,2005-06-07,R,1,66.000
7598307,4603,2005-04-19,R,1,38.000
7598331,8702,2005-02-06,R,1,69.000
7598429,307,2005-06-28,R,1,55.000
7598451,3207,2005-06-01,R,1,60.000
7598478,2502,2005-08-19,R,1,42.500
7598548,7902,2005-05-31,R,1,10.000
7598607,7502,2004-09-29,R,1,22.000
7598608,4707,2004-12-25,R,1,27.000
7598842,3407,2005-06-28,R,1,28.000
7598876,9103,2005-01-17,R,1,23.500
7599458,7402,2005-02-25,R,1,4.200
7599567,8602,2005-06-13,R,1,29.000
7599567,9204,2005-06-26,R,1,29.000
7599603,2707,2005-05-13,R,1,44.500
7599774,8902,2005-07-16,R,1,18.000
7599904,1904,2005-05-23,R,1,4.000
7599904,8602,2004-08-17,R,1,0.990
7600213,107,2005-08-11,R,1,29.000
7600271,1709,2005-01-06,R,1,7.500
7600754,7507,2005-01-16,R,1,25.460
7602182,102,2004-11-16,R,1,5.000
7602182,1204,2005-03-15,R,1,5.000
7602182,8702,2004-12-26,R,1,5.000
7603503,2807,2005-06-02,R,1,26.250
7603503,7204,2004-12-22,R,1,35.000
7603579,2303,2005-02-05,R,1,34.750
7604489,2204,2004-11-04,R,1,99.000
7604678,7704,2004-12-02,R,1,42.000
7606526,2207,2005-04-01,R,1,39.990
7606544,5004,2005-01-07,R,1,29.620
7606633,2303,2005-01-15,R,1,12.000
7606857,1703,2005-03-11,R,1,2.990
7607154,9304,2005-03-30,R,1,43.500
7607266,4802,2005-01-28,R,1,27.990
7607348,4207,2005-08-08,R,1,19.990
7607375,1304,2005-05-25,R,1,24.000
7607421,3602,2005-08-11,R,1,9.990
7607463,3007,2005-03-07,R,1,29.000
7607591,2207,2005-08-25,R,1,29.750
7607591,3707,2005-08-25,R,1,29.750
7607598,8202,2005-07-15,R,1,34.750
7607844,3103,2005-05-29,R,1,24.000
7607920,4403,2005-03-15,R,1,64.000
7608119,4403,2005-07-01,R,1,48.000
7608162,8404,2005-04-12,R,1,9.380
7608307,603,2005-06-15,R,1,38.000
7608331,9103,2005-01-28,R,1,64.000
7608429,5202,2005-06-28,R,1,55.000
7608437,1502,2005-02-01,R,1,8.000
7608451,8109,2005-05-07,R,1,40.200
7608484,7107,2005-07-30,R,1,66.500
7608486,1004,2005-05-03,R,1,69.500
7608590,2203,2005-04-16,R,1,35.000
7608607,6202,2005-06-12,R,1,22.000
7608692,1807,2005-04-14,R,1,135.000
7608729,2804,2005-03-24,R,1,25.000
7608783,102,2005-03-06,R,1,59.000
7608807,4902,2005-05-06,R,1,39.000
7609029,3603,2005-07-08,R,1,7.250
7609263,7007,2005-04-11,R,1,80.000
7609501,2907,2005-08-09,R,1,90.000
7609501,7404,2005-08-19,R,1,90.000
7611144,8102,2005-02-18,R,1,10.000
7612182,4507,2004-08-29,R,1,6.000
7612182,6109,2005-03-13,R,1,5.000
7612182,6402,2005-06-26,R,1,6.000
7612182,7507,2005-06-07,R,1,5.000
7612660,1002,2004-10-28,R,1,13.500
7612660,2609,2005-01-03,R,1,13.500
7612660,4907,2004-09-19,R,1,13.500
7612660,9303,2005-05-31,R,1,13.500
7612940,2609,2004-09-16,R,1,44.000
7613641,307,2004-10-06,R,1,59.500
7613781,9409,2004-12-02,R,1,20.000
7614208,1709,2005-03-03,R,1,27.250
7614425,1109,2004-12-29,R,1,26.000
7614546,9103,2004-12-27,R,1,19.990
7614563,3502,2005-01-20,R,1,49.990
7614563,7303,2004-12-27,R,1,69.500
7614563,7703,2004-08-20,R,1,69.500
7614762,2009,2005-08-05,R,1,16.800
7614855,3202,2004-11-28,R,1,7.990
7616282,8002,2005-03-27,R,1,12.000
7616474,3303,2005-07-05,R,1,12.250
7616583,6002,2005-03-20,R,1,27.500
7617175,2702,2005-04-24,R,1,15.000
7617231,507,2005-03-24,R,1,39.000
7617348,2007,2005-05-13,R,1,44.000
7617348,7304,2005-07-06,R,1,39.000
7617382,4302,2005-06-27,R,1,24.500
7617400,8603,2005-05-13,R,1,19.200
7617524,802,2005-02-23,R,1,24.500
7617544,6109,2005-05-18,R,1,28.000
7617544,9103,2005-07-22,R,1,14.000
7617638,4607,2005-02-16,R,1,42.000
7617750,7204,2005-05-11,R,1,32.500
7618218,8602,2005-07-28,R,1,11.900
7618393,7407,2005-08-13,R,1,8.990
7618437,2804,2005-03-08,R,1,8.000
7618475,9103,2005-08-12,R,1,22.000
7618491,4504,2005-07-08,R,1,19.990
7618662,1107,2005-06-26,R,1,69.000
7618717,8802,2005-05-25,R,1,99.000
7618910,1207,2005-06-02,R,1,7.490
7618966,1703,2005-05-31,R,1,35.000
7619063,7707,2005-07-18,R,1,54.000
7619438,7004,2004-12-07,R,1,65.000
7621150,8204,2005-06-05,R,1,24.990
7621150,9204,2005-06-05,R,1,35.000
7622480,3202,2005-04-27,R,1,7.000
7622480,8609,2005-01-26,R,1,20.000
7622660,402,2005-07-22,R,1,13.500
7622660,507,2004-12-18,R,1,13.500
7622660,2203,2005-03-23,R,1,13.500
7622660,8802,2005-05-05,R,1,13.500
7622840,1204,2005-07-01,R,1,22.500
7623669,8703,2004-10-06,R,1,35.000
7623781,2404,2004-08-06,R,1,20.000
7623797,2102,2004-12-21,R,1,73.120
7623894,4303,2004-10-16,R,1,16.990
7624589,2707,2005-07-14,R,1,7.000
7624681,2503,2005-01-06,R,1,79.000
7626618,7707,2005-02-12,R,1,6.000
7627317,504,2005-01-05,R,1,20.000
7627317,2007,2004-12-25,R,1,20.000
7627317,2603,2005-01-25,R,1,20.000
7627361,6004,2005-07-14,R,1,16.000
7627363,1104,2005-08-19,R,1,19.990
7627399,504,2004-12-30,R,1,79.000
7627399,704,2004-11-16,R,1,79.000
7627764,7007,2005-06-30,R,1,79.200
7627792,3302,2005-01-02,R,1,12.000
7628013,8302,2005-07-02,R,1,19.000
7628041,5502,2005-08-11,R,1,34.500
7628162,807,2005-05-05,R,1,9.380
7628203,8603,2005-03-28,R,1,99.990
7628218,8802,2005-06-07,R,1,34.000
7628437,3307,2005-03-29,R,1,8.000
7628439,709,2005-06-17,R,1,60.000
7628467,3209,2005-06-12,R,1,31.500
7628471,7302,2005-01-07,R,1,29.000
7628632,1004,2004-11-21,R,1,14.990
7628632,1007,2004-10-18,R,1,14.990
7628632,1407,2005-06-05,R,1,14.990
7628632,2007,2005-02-02,R,1,14.990
7628632,2109,2005-07-15,R,1,11.990
7628632,3407,2005-01-29,R,1,14.990
7629009,7102,2005-04-07,R,1,29.000
7629047,1203,2005-05-14,R,1,49.000
7629047,7707,2005-05-03,R,1,48.000
7629047,8707,2005-05-11,R,1,48.000
7629421,2309,2005-08-17,R,1,58.000
7629623,2907,2005-05-05,R,1,58.000
7630105,6002,2004-11-13,R,1,24.990
7630105,6302,2005-02-23,R,1,7.990
7630209,2203,2005-05-12,R,1,39.990
7631061,3302,2004-11-09,R,1,25.000
7631630,8102,2005-01-05,R,1,65.000
7631630,9204,2005-04-23,R,1,65.000
7632240,9303,2005-05-01,R,1,63.200
7632480,7304,2004-12-07,R,1,14.000
7632480,7602,2005-06-10,R,1,7.000
7632940,7107,2004-12-15,R,1,36.750
7632940,8004,2005-06-19,R,1,36.750
7633443,504,2005-07-26,R,1,20.500
7633443,4407,2005-03-29,R,1,82.000
7633579,2504,2004-12-13,R,1,49.990
7633669,307,2004-08-14,R,1,35.000
7633669,5102,2005-08-03,R,1,39.000
7633797,302,2004-11-12,R,1,97.500
7633894,9302,2005-08-14,R,1,18.000
7634208,1602,2005-02-21,R,1,24.750
7634606,409,2005-07-18,R,1,3.500
7634678,1807,2005-01-09,R,1,42.000
7634762,502,2005-03-10,R,1,12.000
7636135,3007,2005-01-21,R,1,4.000
7636135,3502,2004-09-30,R,1,8.000
7636643,2204,2004-12-01,R,1,39.000
7636721,4202,2005-05-18,R,1,12.000
7636721,4704,2005-07-26,R,1,8.040
7636914,4007,2005-01-11,R,1,139.000
7637110,2804,2005-01-10,R,1,16.990
7637110,4803,2005-02-24,R,1,16.990
7637117,3003,2004-08-26,R,1,27.500
7637117,3302,2005-05-24,R,1,27.500
7637117,3402,2005-03-23,R,1,27.500
7637117,4102,2005-08-21,R,1,27.500
7637117,5704,2005-06-27,R,1,27.500
7637317,3704,2005-07-18,R,1,20.000
7637317,4102,2005-07-14,R,1,20.000
7637438,7707,2005-06-13,R,1,69.000
7637470,502,2005-06-12,R,1,69.000
7637538,3103,2005-02-23,R,1,3.000
7637538,7007,2004-12-16,R,1,18.000
7638006,7603,2005-06-22,R,1,52.000
7638013,7302,2005-06-26,R,1,9.500
7638367,8002,2005-05-12,R,1,65.000
7638420,3709,2005-07-23,R,1,78.000
7638429,1003,2005-06-24,R,1,55.000
7638429,1807,2005-08-26,R,1,55.000
7638475,8404,2005-07-11,R,1,7.500
7638544,2609,2005-04-24,R,1,24.000
7638589,8607,2005-08-19,R,1,54.500
7638632,3407,2005-06-20,R,1,9.990
7638783,7502,2005-04-05,R,1,39.530
7639083,2807,2005-08-16,R,1,16.000
7639522,7804,2005-07-24,R,1,58.500
7639584,4102,2005-08-23,R,1,25.000
7639973,3602,2004-10-26,R,1,9.990
7640174,7907,2005-07-17,R,1,24.000
7642459,7702,2005-04-25,R,1,14.000
7642459,7807,2005-07-06,R,1,14.000
7643025,802,2005-05-30,R,1,38.000
7643390,4404,2005-07-01,R,1,19.990
7643724,1709,2005-07-11,R,1,22.000
7643974,3802,2004-10-22,R,1,10.000
7644359,3502,2004-12-16,R,1,4.020
7646135,9304,2004-12-30,R,1,5.990
7646302,7603,2005-04-26,R,1,29.990
7646605,2504,2005-08-10,R,1,59.990
7646605,9504,2005-04-22,R,1,89.000
7646618,2809,2004-10-27,R,1,6.000
7646914,2102,2005-08-26,R,1,34.750
7647090,7507,2005-08-18,R,1,29.480
7647231,5403,2005-07-07,R,1,29.990
7647416,209,2005-03-31,R,1,24.000
7647431,5002,2005-06-15,R,1,23.990
7648016,8302,2005-06-22,R,1,21.370
7648231,8607,2004-12-17,R,1,22.160
7648301,8703,2005-07-20,R,1,10.000
7648331,2402,2005-02-24,R,1,69.000
7648331,3004,2005-06-12,R,1,59.000
7648392,9609,2005-06-13,R,1,19.990
7648565,3507,2005-07-28,R,1,49.990
7648632,503,2004-12-14,R,1,7.990
7648632,2203,2004-09-17,R,1,10.000
7648632,2203,2004-11-20,R,1,7.990
7648632,2303,2004-12-28,R,1,7.990
7648632,3403,2005-02-11,R,1,7.990
7648632,7002,2005-08-25,R,1,6.990
7648632,8209,2005-05-06,R,1,7.990
7649056,3303,2005-07-21,R,1,25.000
7649088,3003,2005-08-06,R,1,49.990
7649522,5303,2005-06-19,R,1,78.000
7649523,5903,2005-07-23,R,1,39.990
7649623,2603,2004-11-21,R,1,49.990
7649904,403,2005-08-12,R,1,3.250
7649904,604,2004-09-02,R,1,4.000
7649904,1003,2005-07-12,R,1,0.990
